"","TRKG_NO","MMSI_CD","VSL_NM","AIS_DATETIME","LAT","LON","SPD"
"1","VTR2014041610008","209752000_4","NOBLE REGOR","20140428132100","31.1663","122.1978","63.000"
"2","VTR2014041610008","209752000_4","NOBLE REGOR","20140428133154","31.1811","122.1737","82.000"
"3","VTR2014041610008","209752000_4","NOBLE REGOR","20140428134204","31.1953","122.1506","81.000"
"4","VTR2014041610008","209752000_4","NOBLE REGOR","20140428135115","31.2116","122.1250","99.000"
"5","VTR2014041610008","209752000_4","NOBLE REGOR","20140428140124","31.2301","122.0927","102.000"
"6","VTR2014041610008","209752000_4","NOBLE REGOR","20140428141028","31.2378","122.0605","104.000"
"7","VTR2014041610008","209752000_4","NOBLE REGOR","20140428142100","31.2427","122.0191","94.000"
"8","VTR2014041610008","209752000_4","NOBLE REGOR","20140428143159","31.2487","121.9844","93.000"
"9","VTR2014041610008","209752000_4","NOBLE REGOR","20140428144155","31.2552","121.9477","100.000"
"10","VTR2014041610008","209752000_4","NOBLE REGOR","20140428145103","31.2610","121.9138","100.000"
"11","VTR2014041610008","209752000_4","NOBLE REGOR","20140428150135","31.2674","121.8765","84.000"
"12","VTR2014041610008","209752000_4","NOBLE REGOR","20140428151154","31.2756","121.8445","96.000"
"13","VTR2014041610008","209752000_4","NOBLE REGOR","20140428152133","31.2879","121.8115","100.000"
"14","VTR2014041610008","209752000_4","NOBLE REGOR","20140428153134","31.3014","121.7751","107.000"
"15","VTR2014041610008","209752000_4","NOBLE REGOR","20140428154144","31.3147","121.7393","89.000"
"16","VTR2014041610008","209752000_4","NOBLE REGOR","20140428155054","31.3254","121.7153","75.000"
"17","VTR2014041610008","209752000_4","NOBLE REGOR","20140428160154","31.3379","121.6889","87.000"
"18","VTR2014041610008","209752000_4","NOBLE REGOR","20140428161203","31.3528","121.6565","98.000"
"19","VTR2014041610008","209752000_4","NOBLE REGOR","20140428162053","31.3661","121.6285","87.000"
"20","VTR2014041610008","209752000_4","NOBLE REGOR","20140428163117","31.3788","121.6007","66.000"
"21","VTR2014041610008","209752000_4","NOBLE REGOR","20140428164214","31.3730","121.5919","13.000"
"22","VTR2014041610008","209752000_4","NOBLE REGOR","20140428165135","31.3719","121.5906","14.000"
"23","VTR2014041610008","209752000_4","NOBLE REGOR","20140428165953","31.3717","121.5882","3.000"
"24","VTR2014041610008","209752000_4","NOBLE REGOR","20140428172145","31.3716","121.5881","0.000"
"25","VTR2014041610008","209752000_4","NOBLE REGOR","20140428174001","29.9442","121.8406","1.000"
"26","VTR2014041610008","209752000_4","NOBLE REGOR","20140428174545","31.3716","121.5882","0.000"
"27","VTR2014041610008","209752000_4","NOBLE REGOR","20140428180945","31.3716","121.5881","0.000"
"28","VTR2014041610008","209752000_4","NOBLE REGOR","20140428182745","31.3716","121.5882","0.000"
"29","VTR2014041610008","209752000_4","NOBLE REGOR","20140428184545","31.3715","121.5882","0.000"
"30","VTR2014041610008","209752000_4","NOBLE REGOR","20140428190346","31.3715","121.5882","0.000"
"31","VTR2014041610008","209752000_4","NOBLE REGOR","20140428192818","31.3715","121.5882","0.000"
"32","VTR2014041610008","209752000_4","NOBLE REGOR","20140428195146","31.3715","121.5881","0.000"
"33","VTR2014041610008","209752000_4","NOBLE REGOR","20140428200419","31.3716","121.5881","0.000"
"34","VTR2014041610008","209752000_4","NOBLE REGOR","20140428204544","31.3715","121.5881","0.000"
"35","VTR2014041610008","209752000_4","NOBLE REGOR","20140428210344","31.3715","121.5881","0.000"
"36","VTR2014041610008","209752000_4","NOBLE REGOR","20140428212743","31.3715","121.5881","0.000"
"37","VTR2014041610008","209752000_4","NOBLE REGOR","20140428213944","31.3715","121.5881","0.000"
"38","VTR2014041610008","209752000_4","NOBLE REGOR","20140428220946","31.3716","121.5881","0.000"
"39","VTR2014041610008","209752000_4","NOBLE REGOR","20140428222212","31.3716","121.5881","0.000"
"40","VTR2014041610008","209752000_4","NOBLE REGOR","20140428231012","31.3715","121.5882","0.000"
"41","VTR2014041610008","209752000_4","NOBLE REGOR","20140428232744","31.3716","121.5881","0.000"
"42","VTR2014041610008","209752000_4","NOBLE REGOR","20140428233944","31.3715","121.5881","0.000"
"43","VTR2014041610008","209752000_4","NOBLE REGOR","20140429000346","31.3715","121.5882","0.000"
"44","VTR2014041610008","209752000_4","NOBLE REGOR","20140429002145","31.3715","121.5882","0.000"
"45","VTR2014041610008","209752000_4","NOBLE REGOR","20140429003943","31.3715","121.5882","0.000"
"46","VTR2014041610008","209752000_4","NOBLE REGOR","20140429012141","22.3393","114.1150","0.000"
"47","VTR2014041610008","209752000_4","NOBLE REGOR","20140429013344","31.3715","121.5882","0.000"
"48","VTR2014041610008","209752000_4","NOBLE REGOR","20140429015743","31.3715","121.5882","0.000"
"49","VTR2014041610008","209752000_4","NOBLE REGOR","20140429021020","31.3715","121.5882","0.000"
"50","VTR2014041610008","209752000_4","NOBLE REGOR","20140429023944","31.3716","121.5882","0.000"
"51","VTR2014041610008","209752000_4","NOBLE REGOR","20140429030504","31.3716","121.5882","0.000"
"52","VTR2014041610008","209752000_4","NOBLE REGOR","20140429031734","31.3715","121.5882","0.000"
"53","VTR2014041610008","209752000_4","NOBLE REGOR","20140429034136","31.3716","121.5881","0.000"
"54","VTR2014041610008","209752000_4","NOBLE REGOR","20140429041253","31.3613","121.6315","97.000"
"55","VTR2014041610008","209752000_4","NOBLE REGOR","20140429042144","31.3478","121.6597","96.000"
"56","VTR2014041610008","209752000_4","NOBLE REGOR","20140429043134","31.3323","121.6907","97.000"
"57","VTR2014041610008","209752000_4","NOBLE REGOR","20140429044243","31.3180","121.7255","96.000"
"58","VTR2014041610008","209752000_4","NOBLE REGOR","20140429045153","31.3061","121.7603","104.000"
"59","VTR2014041610008","209752000_4","NOBLE REGOR","20140429050154","31.2926","121.7958","102.000"
"60","VTR2014041610008","209752000_4","NOBLE REGOR","20140429051244","31.2785","121.8332","99.000"
"61","VTR2014041610008","209752000_4","NOBLE REGOR","20140429052204","31.2675","121.8659","100.000"
"62","VTR2014041610008","209752000_4","NOBLE REGOR","20140429053153","31.2617","121.9018","105.000"
"63","VTR2014041610008","209752000_4","NOBLE REGOR","20140429054233","31.2543","121.9454","107.000"
"64","VTR2014041610008","209752000_4","NOBLE REGOR","20140429055154","31.2481","121.9832","110.000"
"65","VTR2014041610008","209752000_4","NOBLE REGOR","20140429060253","31.2409","122.0290","117.000"
"66","VTR2014041610008","209752000_4","NOBLE REGOR","20140429061227","31.2341","122.0720","122.000"
"67","VTR2014041610008","209752000_4","NOBLE REGOR","20140429062145","31.2189","122.1124","131.000"
"68","VTR2014041610008","209752000_4","NOBLE REGOR","20140429063133","31.1947","122.1516","126.000"
"69","VTR2014041610008","209752000_4","NOBLE REGOR","20140429064220","31.1688","122.1934","129.000"
"70","VTR2014041610008","209752000_4","NOBLE REGOR","20140430102116","35.0479","128.7842","82.000"
"71","VTR2014041610008","209752000_4","NOBLE REGOR","20140430103156","35.0672","128.7934","51.000"
"72","VTR2014041610008","209752000_4","NOBLE REGOR","20140430104127","35.0706","128.8069","33.000"
"73","VTR2014041610008","209752000_4","NOBLE REGOR","20140430105026","35.0700","128.8142","13.000"
"74","VTR2014041610008","209752000_4","NOBLE REGOR","20140430110027","35.0687","128.8152","3.000"
"75","VTR2014041610008","209752000_4","NOBLE REGOR","20140430114406","35.0686","128.8152","0.000"
"76","VTR2014041610008","209752000_4","NOBLE REGOR","20140430120205","35.0686","128.8152","0.000"
"77","VTR2014041610008","209752000_4","NOBLE REGOR","20140430130805","35.0686","128.8152","0.000"
"78","VTR2014041610008","209752000_4","NOBLE REGOR","20140430222128","35.0713","128.8128","16.000"
"79","VTR2014041610008","209752000_4","NOBLE REGOR","20140430222625","35.0718","128.8134","13.000"
"80","VTR2014041610008","209752000_4","NOBLE REGOR","20140430224053","35.0621","128.7865","73.000"
"81","VTR2014041610008","209752000_4","NOBLE REGOR","20140501235036","29.7531","131.3659","111.000"
"82","VTR2014041610008","209752000_4","NOBLE REGOR","20140502000128","29.7247","131.3969","111.000"
"83","VTR2014041610008","209752000_4","NOBLE REGOR","20140502001146","29.6966","131.4276","123.000"
"84","VTR2014041610008","209752000_4","NOBLE REGOR","20140502002103","29.6690","131.4579","132.000"
"85","VTR2014041610008","209752000_4","NOBLE REGOR","20140502003038","29.6376","131.4924","143.000"
"86","VTR2014041610008","209752000_4","NOBLE REGOR","20140502004151","29.5999","131.5335","142.000"
"87","VTR2014041610008","209752000_4","NOBLE REGOR","20140502004845","29.5769","131.5587","141.000"
"88","VTR2014041610008","209752000_4","NOBLE REGOR","20140502135312","27.1349","134.1988","130.000"
"89","VTR2014041610008","209752000_4","NOBLE REGOR","20140502153624","26.8154","134.5399","135.000"
"90","VTR2014041610008","209752000_4","NOBLE REGOR","20140502172120","26.4667","134.8488","130.000"
"91","VTR2014041610008","209752000_4","NOBLE REGOR","20140502172645","26.4521","134.8687","131.000"
"92","VTR2014041610008","209752000_4","NOBLE REGOR","20140502191445","26.1515","135.2456","129.000"
"93","VTR2014041610008","209752000_4","NOBLE REGOR","20140502210456","25.8289","135.5867","124.000"
"94","VTR2014041610008","209752000_4","NOBLE REGOR","20140502225408","25.5093","135.9243","122.000"
"95","VTR2014041610008","209752000_4","NOBLE REGOR","20140503025945","24.7300","136.7430","137.000"
"96","VTR2014041610008","209752000_4","NOBLE REGOR","20140503114121","23.0753","138.4651","129.000"
"97","VTR2014041610008","209752000_4","NOBLE REGOR","20140503132051","22.7738","138.7765","131.000"
"98","VTR2014041610008","209752000_4","NOBLE REGOR","20140503133008","22.7451","138.8061","131.000"
"99","VTR2014041610008","209752000_4","NOBLE REGOR","20140503145057","22.4975","139.0612","128.000"
"100","VTR2014041610008","209752000_4","NOBLE REGOR","20140503152256","22.4021","139.1594","128.000"
"101","VTR2014041610008","209752000_4","NOBLE REGOR","20140503171157","22.0728","139.4978","129.000"
"102","VTR2014041610008","209752000_4","NOBLE REGOR","20140503190057","21.7373","139.8418","131.000"
"103","VTR2014041610008","209752000_4","NOBLE REGOR","20140503204957","21.4072","140.1794","126.000"
"104","VTR2014041610008","209752000_4","NOBLE REGOR","20140503223845","21.0897","140.5035","123.000"
"105","VTR2014041610008","209752000_4","NOBLE REGOR","20140504022408","20.4186","141.1862","129.000"
"106","VTR2014041610008","209752000_4","NOBLE REGOR","20140504113445","18.7111","142.9103","130.000"
"107","VTR2014041610008","209752000_4","NOBLE REGOR","20140504131951","18.3920","143.2305","127.000"
"108","VTR2014041610008","209752000_4","NOBLE REGOR","20140504141545","18.2257","143.3971","128.000"
"109","VTR2014041610008","209752000_4","NOBLE REGOR","20140504151008","18.0628","143.5603","127.000"
"110","VTR2014041610008","209752000_4","NOBLE REGOR","20140504165644","17.7454","143.8775","128.000"
"111","VTR2014041610008","209752000_4","NOBLE REGOR","20140504184708","17.4200","144.2021","126.000"
"112","VTR2014041610008","209752000_4","NOBLE REGOR","20140504203638","17.1125","144.5086","119.000"
"113","VTR2014041610008","209752000_4","NOBLE REGOR","20140505014959","16.1709","145.4435","126.000"
"114","VTR2014041610008","209752000_4","NOBLE REGOR","20140505092611","14.7780","146.8185","129.000"
"115","VTR2014041610008","209752000_4","NOBLE REGOR","20140505111848","14.4363","147.1544","129.000"
"116","VTR2014041610008","209752000_4","NOBLE REGOR","20140505130630","14.1016","147.4830","134.000"
"117","VTR2014041610008","209752000_4","NOBLE REGOR","20140505134247","13.9895","147.5929","129.000"
"118","VTR2014041610008","209752000_4","NOBLE REGOR","20140505151441","13.7028","147.8737","134.000"
"119","VTR2014041610008","209752000_4","NOBLE REGOR","20140505164647","13.4112","148.1591","138.000"
"120","VTR2014041610008","209752000_4","NOBLE REGOR","20140505183411","13.0719","148.4907","133.000"
"121","VTR2014041610008","209752000_4","NOBLE REGOR","20140505202512","12.7250","148.8292","134.000"
"122","VTR2014041610008","209752000_4","NOBLE REGOR","20140505221259","12.3895","149.1562","131.000"
"123","VTR2014041610008","209752000_4","NOBLE REGOR","20140506000559","12.0367","149.4996","134.000"
"124","VTR2014041610008","209752000_4","NOBLE REGOR","20140506025105","11.5251","149.9968","128.000"
"125","VTR2014041610008","209752000_4","NOBLE REGOR","20140506072530","10.7048","150.7921","128.000"
"126","VTR2014041610008","209752000_4","NOBLE REGOR","20140506091629","10.3677","151.1183","131.000"
"127","VTR2014041610008","209752000_4","NOBLE REGOR","20140506110323","10.0379","151.4370","130.000"
"128","VTR2014041610008","209752000_4","NOBLE REGOR","20140506125200","9.7102","151.7535","129.000"
"129","VTR2014041610008","209752000_4","NOBLE REGOR","20140506130622","9.6660","151.7961","132.000"
"130","VTR2014041610008","209752000_4","NOBLE REGOR","20140506144122","9.3724","152.0793","131.000"
"131","VTR2014041610008","209752000_4","NOBLE REGOR","20140506144517","9.3603","152.0910","132.000"
"132","VTR2014041610008","209752000_4","NOBLE REGOR","20140506163359","9.0240","152.4151","129.000"
"133","VTR2014041610008","209752000_4","NOBLE REGOR","20140506182411","8.6756","152.7361","131.000"
"134","VTR2014041610008","209752000_4","NOBLE REGOR","20140506201522","8.3173","153.0537","130.000"
"135","VTR2014041610008","209752000_4","NOBLE REGOR","20140506220918","7.9450","153.3833","136.000"
"136","VTR2014041610008","209752000_4","NOBLE REGOR","20140506235429","7.6123","153.6776","125.000"
"137","VTR2014041610008","209752000_4","NOBLE REGOR","20140507021836","7.1713","154.0674","128.000"
"138","VTR2014041610008","209752000_4","NOBLE REGOR","20140507071042","6.2689","154.8641","129.000"
"139","VTR2014041610008","209752000_4","NOBLE REGOR","20140507090922","5.9004","155.1888","124.000"
"140","VTR2014041610008","209752000_4","NOBLE REGOR","20140507105236","5.5820","155.4694","127.000"
"141","VTR2014041610008","209752000_4","NOBLE REGOR","20140508013441","2.8544","157.8670","129.000"
"142","VTR2014041610008","209752000_4","NOBLE REGOR","20140508032529","2.5068","158.1720","130.000"
"143","VTR2014041610008","209752000_4","NOBLE REGOR","20140508070029","1.8347","158.7615","121.000"
"144","VTR2014041610008","209752000_4","NOBLE REGOR","20140508085830","1.4764","159.0758","126.000"
"145","VTR2014041610008","209752000_4","NOBLE REGOR","20140508104642","1.1380","159.3725","129.000"
"146","VTR2014041610008","209752000_4","NOBLE REGOR","20140508122723","0.8200","159.6514","127.000"
"147","VTR2014041610008","209752000_4","NOBLE REGOR","20140508133822","0.5971","159.8466","130.000"
"148","VTR2014041610008","209752000_4","NOBLE REGOR","20140508141911","0.4707","159.9575","127.000"
"149","VTR2014041610008","209752000_4","NOBLE REGOR","20140508161200","0.1257","160.2599","124.000"
"150","VTR2014041610008","209752000_4","NOBLE REGOR","20140508180029","-0.2100","160.5542","129.000"
"151","VTR2014041610008","209752000_4","NOBLE REGOR","20140508195641","-0.5814","160.8797","131.000"
"152","VTR2014041610008","209752000_4","NOBLE REGOR","20140508214630","-0.9318","161.1870","131.000"
"153","VTR2014041610008","209752000_4","NOBLE REGOR","20140508232841","-1.3001","161.5098","139.000"
"154","VTR2014041610008","209752000_4","NOBLE REGOR","20140509011929","-1.6071","161.7791","106.000"
"155","VTR2014041610008","209752000_4","NOBLE REGOR","20140509024746","-1.8393","161.9826","109.000"
"156","VTR2014041610008","209752000_4","NOBLE REGOR","20140509050012","-2.1782","162.2798","103.000"
"157","VTR2014041610008","209752000_4","NOBLE REGOR","20140509065604","-2.4881","162.5517","128.000"
"158","VTR2014041610008","209752000_4","NOBLE REGOR","20140509084552","-2.8290","162.8509","128.000"
"159","VTR2014041610008","209752000_4","NOBLE REGOR","20140509103416","-3.1693","163.1495","129.000"
"160","VTR2014041610008","209752000_4","NOBLE REGOR","20140509121905","-3.4946","163.4352","127.000"
"161","VTR2014041610008","209752000_4","NOBLE REGOR","20140509130416","-3.6347","163.5612","129.000"
"162","VTR2014041610008","209752000_4","NOBLE REGOR","20140509142946","-3.9066","163.7971","131.000"
"163","VTR2014041610008","209752000_4","NOBLE REGOR","20140509155528","-4.1766","164.0344","127.000"
"164","VTR2014041610008","209752000_4","NOBLE REGOR","20140509175340","-4.5437","164.3570","128.000"
"165","VTR2014041610008","209752000_4","NOBLE REGOR","20140509193651","-4.8660","164.6406","128.000"
"166","VTR2014041610008","209752000_4","NOBLE REGOR","20140509213516","-5.2336","164.9641","130.000"
"167","VTR2014041610008","209752000_4","NOBLE REGOR","20140509231510","-5.5463","165.2393","129.000"
"168","VTR2014041610008","209752000_4","NOBLE REGOR","20140510030417","-6.2630","165.8710","127.000"
"169","VTR2014041610008","209752000_4","NOBLE REGOR","20140510044928","-6.5856","166.1556","124.000"
"170","VTR2014041610008","209752000_4","NOBLE REGOR","20140510064422","-6.9337","166.4628","121.000"
"171","VTR2014041610008","209752000_4","NOBLE REGOR","20140510082057","-7.2188","166.7146","121.000"
"172","VTR2014041610008","209752000_4","NOBLE REGOR","20140510102016","-7.5736","167.0282","123.000"
"173","VTR2014041610008","209752000_4","NOBLE REGOR","20140510121933","-7.9284","167.3421","121.000"
"174","VTR2014041610008","209752000_4","NOBLE REGOR","20140510135557","-8.2197","167.6001","123.000"
"175","VTR2014041610008","209752000_4","NOBLE REGOR","20140510154451","-8.5443","167.8877","124.000"
"176","VTR2014041610008","209752000_4","NOBLE REGOR","20140510174227","-8.8971","168.2006","123.000"
"177","VTR2014041610008","209752000_4","NOBLE REGOR","20140510193145","-9.2286","168.4948","124.000"
"178","VTR2014041610008","209752000_4","NOBLE REGOR","20140510212339","-9.5694","168.7976","124.000"
"179","VTR2014041610008","209752000_4","NOBLE REGOR","20140510230709","-9.8850","169.0783","128.000"
"180","VTR2014041610008","209752000_4","NOBLE REGOR","20140511005427","-10.2206","169.3770","129.000"
"181","VTR2014041610008","209752000_4","NOBLE REGOR","20140511024545","-10.5775","169.6951","127.000"
"182","VTR2014041610008","209752000_4","NOBLE REGOR","20140511043209","-10.9076","169.9896","130.000"
"183","VTR2014041610008","209752000_4","NOBLE REGOR","20140511062209","-11.2503","170.2957","127.000"
"184","VTR2014041610008","209752000_4","NOBLE REGOR","20140511081009","-11.5855","170.5954","127.000"
"185","VTR2014041610008","209752000_4","NOBLE REGOR","20140511100009","-11.9191","170.8941","123.000"
"186","VTR2014041610008","209752000_4","NOBLE REGOR","20140511114539","-12.2260","171.1914","124.000"
"187","VTR2014041610008","209752000_4","NOBLE REGOR","20140511132657","-12.5172","171.4815","123.000"
"188","VTR2014041610008","209752000_4","NOBLE REGOR","20140511153352","-12.8789","171.8422","123.000"
"189","VTR2014041610008","209752000_4","NOBLE REGOR","20140511173203","-13.2152","172.1778","122.000"
"190","VTR2014041610008","209752000_4","NOBLE REGOR","20140511192322","-13.5286","172.4912","122.000"
"191","VTR2014041610008","209752000_4","NOBLE REGOR","20140512023846","-14.7896","173.7563","127.000"
"192","VTR2014041610008","209752000_4","NOBLE REGOR","20140512043021","-15.1175","174.0864","127.000"
"193","VTR2014041610008","209752000_4","NOBLE REGOR","20140512061545","-15.4332","174.4047","130.000"
"194","VTR2014041610008","209752000_4","NOBLE REGOR","20140512075916","-15.7474","174.7220","132.000"
"195","VTR2014041610008","209752000_4","NOBLE REGOR","20140512111304","-16.3389","175.3207","132.000"
"196","VTR2014041610008","209752000_4","NOBLE REGOR","20140512124222","-16.6001","175.5857","126.000"
"197","VTR2014041610008","209752000_4","NOBLE REGOR","20140512171922","-17.4229","176.4227","129.000"
"198","VTR2014041610008","209752000_4","NOBLE REGOR","20140512190422","-17.7464","176.7527","129.000"
"199","VTR2014041610008","209752000_4","NOBLE REGOR","20140512205716","-18.0878","177.1018","129.000"
"200","VTR2014041610008","209752000_4","NOBLE REGOR","20140512224652","-18.3238","177.4802","121.000"
"201","VTR2014041610008","209752000_4","NOBLE REGOR","20140512230246","-18.3513","177.5387","120.000"
"202","VTR2014041610008","209752000_4","NOBLE REGOR","20140513004017","-18.5041","177.8641","103.000"
"203","VTR2014041610008","209752000_4","NOBLE REGOR","20140513021658","-18.4745","178.1698","96.000"
"204","VTR2014041610008","209752000_4","NOBLE REGOR","20140513041229","-18.2403","178.3752","22.000"
"205","VTR2014041610008","209752000_4","NOBLE REGOR","20140513055326","-18.1335","178.4236","2.000"
"206","VTR2014041610008","209752000_4","NOBLE REGOR","20140513204523","-18.1308","178.4058","50.000"
"207","VTR2014041610008","209752000_4","NOBLE REGOR","20140513223443","-18.4115","178.2519","105.000"
"208","VTR2014041610008","209752000_4","NOBLE REGOR","20140514001613","-18.7080","178.0669","104.000"
"209","VTR2014041610008","209752000_4","NOBLE REGOR","20140514021332","-19.0541","177.8516","105.000"
"210","VTR2014041610008","209752000_4","NOBLE REGOR","20140514035514","-19.3901","177.7848","108.000"
"211","VTR2014041610008","209752000_4","NOBLE REGOR","20140514054212","-19.7526","177.7272","105.000"
"212","VTR2014041610008","209752000_4","NOBLE REGOR","20140514113412","-20.9633","177.5341","123.000"
"213","VTR2014041610008","209752000_4","NOBLE REGOR","20140514130543","-21.3287","177.4755","124.000"
"214","VTR2014041610008","209752000_4","NOBLE REGOR","20140514164424","-22.2154","177.3328","125.000"
"215","VTR2014041610008","209752000_4","NOBLE REGOR","20140514184530","-22.7080","177.2531","126.000"
"216","VTR2014041610008","209752000_4","NOBLE REGOR","20140514203013","-23.1249","177.1855","123.000"
"217","VTR2014041610008","209752000_4","NOBLE REGOR","20140514221719","-23.5386","177.1181","117.000"
"218","VTR2014041610008","209752000_4","NOBLE REGOR","20140514232809","-23.8020","177.0752","116.000"
"219","VTR2014041610008","209752000_4","NOBLE REGOR","20140515000609","-23.9455","177.0515","117.000"
"220","VTR2014041610008","209752000_4","NOBLE REGOR","20140515015248","-24.3438","176.9865","121.000"
"221","VTR2014041610008","209752000_4","NOBLE REGOR","20140515033817","-24.7548","176.9189","126.000"
"222","VTR2014041610008","209752000_4","NOBLE REGOR","20140515123027","-26.7814","176.5823","126.000"
"223","VTR2014041610008","209752000_4","NOBLE REGOR","20140515140515","-27.1700","176.5172","129.000"
"224","VTR2014041610008","209752000_4","NOBLE REGOR","20140515163345","-27.7929","176.4123","130.000"
"225","VTR2014041610008","209752000_4","NOBLE REGOR","20140515182144","-28.2360","176.3372","129.000"
"226","VTR2014041610008","209752000_4","NOBLE REGOR","20140515200957","-28.6692","176.2635","125.000"
"227","VTR2014041610008","209752000_4","NOBLE REGOR","20140515220221","-29.0698","176.1951","97.000"
"228","VTR2014041610008","209752000_4","NOBLE REGOR","20140515225752","-29.2395","176.1662","95.000"
"229","VTR2014041610008","209752000_4","NOBLE REGOR","20140515235121","-29.4013","176.1384","94.000"
"230","VTR2014041610008","209752000_4","NOBLE REGOR","20140516013850","-29.7289","176.0821","96.000"
"231","VTR2014041610008","209752000_4","NOBLE REGOR","20140516033252","-30.0617","176.0248","87.000"
"232","VTR2014041610008","209752000_4","NOBLE REGOR","20140516115607","-31.5759","175.7610","121.000"
"233","VTR2014041610008","209752000_4","NOBLE REGOR","20140516132819","-31.9366","175.6976","127.000"
"234","VTR2014041610008","209752000_4","NOBLE REGOR","20140516181249","-33.0646","175.4977","123.000"
"235","VTR2014041610008","209752000_4","NOBLE REGOR","20140516195826","-33.4852","175.4226","123.000"
"236","VTR2014041610008","209752000_4","NOBLE REGOR","20140516214725","-33.9326","175.3420","137.000"
"237","VTR2014041610008","209752000_4","NOBLE REGOR","20140516222746","-34.0951","175.3129","116.000"
"238","VTR2014041610008","209752000_4","NOBLE REGOR","20140516234525","-34.3859","175.2604","123.000"
"239","VTR2014041610008","209752000_4","NOBLE REGOR","20140517000543","-34.4650","175.2458","121.000"
"240","VTR2014041610008","209752000_4","NOBLE REGOR","20140517012814","-34.7831","175.1880","117.000"
"241","VTR2014041610008","209752000_4","NOBLE REGOR","20140517054911","-35.7659","175.0081","120.000"
"242","VTR2014041610008","209752000_4","NOBLE REGOR","20140517060204","-35.8156","174.9990","118.000"
"243","VTR2014041610008","209752000_4","NOBLE REGOR","20140517061157","-35.8529","174.9921","118.000"
"244","VTR2014041610008","209752000_4","NOBLE REGOR","20140517062033","-35.8858","174.9859","119.000"
"245","VTR2014041610008","209752000_4","NOBLE REGOR","20140517063043","-35.9251","174.9823","121.000"
"246","VTR2014041610008","209752000_4","NOBLE REGOR","20140517064116","-35.9664","174.9805","119.000"
"247","VTR2014041610008","209752000_4","NOBLE REGOR","20140517065126","-36.0058","174.9789","120.000"
"248","VTR2014041610008","209752000_4","NOBLE REGOR","20140517071106","-36.0834","174.9756","123.000"
"249","VTR2014041610008","209752000_4","NOBLE REGOR","20140517072137","-36.1254","174.9738","123.000"
"250","VTR2014041610008","209752000_4","NOBLE REGOR","20140517073339","-36.1729","174.9719","117.000"
"251","VTR2014041610008","209752000_4","NOBLE REGOR","20140517074119","-36.2018","174.9707","116.000"
"252","VTR2014041610008","209752000_4","NOBLE REGOR","20140517075148","-36.2411","174.9690","115.000"
"253","VTR2014041610008","209752000_4","NOBLE REGOR","20140517080240","-36.2817","174.9673","116.000"
"254","VTR2014041610008","209752000_4","NOBLE REGOR","20140517081158","-36.3167","174.9658","116.000"
"255","VTR2014041610008","209752000_4","NOBLE REGOR","20140517082043","-36.3491","174.9644","115.000"
"256","VTR2014041610008","209752000_4","NOBLE REGOR","20140517083109","-36.3883","174.9628","116.000"
"257","VTR2014041610008","209752000_4","NOBLE REGOR","20140517084051","-36.4243","174.9612","116.000"
"258","VTR2014041610008","209752000_4","NOBLE REGOR","20140517085026","-36.4606","174.9597","116.000"
"259","VTR2014041610008","209752000_4","NOBLE REGOR","20140517090227","-36.5036","174.9578","108.000"
"260","VTR2014041610008","209752000_4","NOBLE REGOR","20140517091048","-36.5327","174.9566","108.000"
"261","VTR2014041610008","209752000_4","NOBLE REGOR","20140517091820","-36.5590","174.9555","107.000"
"262","VTR2014041610008","209752000_4","NOBLE REGOR","20140517093229","-36.6081","174.9532","108.000"
"263","VTR2014041610008","209752000_4","NOBLE REGOR","20140517094219","-36.6366","174.9299","108.000"
"264","VTR2014041610008","209752000_4","NOBLE REGOR","20140517095159","-36.6643","174.9056","109.000"
"265","VTR2014041610008","209752000_4","NOBLE REGOR","20140517100539","-36.6956","174.8778","72.000"
"266","VTR2014041610008","209752000_4","NOBLE REGOR","20140517101119","-36.7089","174.8662","102.000"
"267","VTR2014041610008","209752000_4","NOBLE REGOR","20140517102159","-36.7342","174.8438","82.000"
"268","VTR2014041610008","209752000_4","NOBLE REGOR","20140517103158","-36.7588","174.8227","112.000"
"269","VTR2014041610008","209752000_4","NOBLE REGOR","20140517104150","-36.7908","174.8098","106.000"
"270","VTR2014041610008","209752000_4","NOBLE REGOR","20140517105129","-36.8207","174.8311","115.000"
"271","VTR2014041610008","209752000_4","NOBLE REGOR","20140517110129","-36.8391","174.8028","79.000"
"272","VTR2014041610008","209752000_4","NOBLE REGOR","20140517111235","-36.8388","174.7836","17.000"
"273","VTR2014041610008","209752000_4","NOBLE REGOR","20140517112059","-36.8409","174.7829","3.000"
"274","VTR2014041610008","209752000_4","NOBLE REGOR","20140517113910","-36.8409","174.7830","0.000"
"275","VTR2014041610008","209752000_4","NOBLE REGOR","20140517120309","-36.8409","174.7830","0.000"
"276","VTR2014041610008","209752000_4","NOBLE REGOR","20140517121510","-36.8409","174.7830","0.000"
"277","VTR2014041610008","209752000_4","NOBLE REGOR","20140517124810","-36.8409","174.7830","0.000"
"278","VTR2014041610008","209752000_4","NOBLE REGOR","20140517131209","-36.8409","174.7830","0.000"
"279","VTR2014041610008","209752000_4","NOBLE REGOR","20140517133609","-36.8409","174.7830","0.000"
"280","VTR2014041610008","209752000_4","NOBLE REGOR","20140517140309","-36.8409","174.7830","0.000"
"281","VTR2014041610008","209752000_4","NOBLE REGOR","20140517141521","-36.8409","174.7830","0.000"
"282","VTR2014041610008","209752000_4","NOBLE REGOR","20140517143010","-36.8409","174.7830","0.000"
