"","TRKG_NO","MMSI_CD","VSL_NM","AIS_DATETIME","LAT","LON","SPD"
"491507","VTR2014061773692","218575000_6","HANSA VICTORY","20140625214138","22.3087","115.2962","121.000"
"491508","VTR2014061773692","218575000_6","HANSA VICTORY","20140625215303","22.3159","115.3440","123.000"
"491509","VTR2014061773692","218575000_6","HANSA VICTORY","20140625221339","22.3314","115.4316","125.000"
"491510","VTR2014061773692","218575000_6","HANSA VICTORY","20140625222450","22.3410","115.4796","125.000"
"491511","VTR2014061773692","218575000_6","HANSA VICTORY","20140625224744","22.3596","115.5779","125.000"
"491512","VTR2014061773692","218575000_6","HANSA VICTORY","20140625225426","22.3647","115.6067","126.000"
"491513","VTR2014061773692","218575000_6","HANSA VICTORY","20140625230521","22.3731","115.6536","125.000"
"491514","VTR2014061773692","218575000_6","HANSA VICTORY","20140625232426","22.3884","115.7353","126.000"
"491515","VTR2014061773692","218575000_6","HANSA VICTORY","20140625233309","22.4001","115.7715","126.000"
"491516","VTR2014061773692","218575000_6","HANSA VICTORY","20140625234609","22.4105","115.8278","126.000"
"491517","VTR2014061773692","218575000_6","HANSA VICTORY","20140625235445","22.4173","115.8652","127.000"
"491518","VTR2014061773692","218575000_6","HANSA VICTORY","20140625002459","22.3267","114.1323","5.000"
"491519","VTR2014061773692","218575000_6","HANSA VICTORY","20140625004422","22.3267","114.1322","6.000"
"491520","VTR2014061773692","218575000_6","HANSA VICTORY","20140625005231","22.3267","114.1321","3.000"
"491521","VTR2014061773692","218575000_6","HANSA VICTORY","20140625010512","22.3267","114.1322","4.000"
"491522","VTR2014061773692","218575000_6","HANSA VICTORY","20140625011631","22.3274","114.1316","13.000"
"491523","VTR2014061773692","218575000_6","HANSA VICTORY","20140625012422","22.3273","114.1231","33.000"
"491524","VTR2014061773692","218575000_6","HANSA VICTORY","20140625014602","22.3196","114.0883","75.000"
"491525","VTR2014061773692","218575000_6","HANSA VICTORY","20140625015407","22.3447","114.0788","115.000"
"491526","VTR2014061773692","218575000_6","HANSA VICTORY","20140625020339","22.3571","114.0528","104.000"
"491527","VTR2014061773692","218575000_6","HANSA VICTORY","20140625022418","22.3467","113.9759","110.000"
"491528","VTR2014061773692","218575000_6","HANSA VICTORY","20140625023419","22.3526","113.9394","103.000"
"491529","VTR2014061773692","218575000_6","HANSA VICTORY","20140625024608","22.3701","113.9087","63.000"
"491530","VTR2014061773692","218575000_6","HANSA VICTORY","20140625025649","22.3960","113.8980","72.000"
"491531","VTR2014061773692","218575000_6","HANSA VICTORY","20140625030549","22.4195","113.8893","101.000"
"491532","VTR2014061773692","218575000_6","HANSA VICTORY","20140625031628","22.4510","113.8782","84.000"
"491533","VTR2014061773692","218575000_6","HANSA VICTORY","20140625034740","22.4895","113.8656","3.000"
"491534","VTR2014061773692","218575000_6","HANSA VICTORY","20140625041819","22.4899","113.8664","9.000"
"491535","VTR2014061773692","218575000_6","HANSA VICTORY","20140625042629","22.4900","113.8663","9.000"
"491536","VTR2014061773692","218575000_6","HANSA VICTORY","20140625044548","22.4900","113.8665","3.000"
"491537","VTR2014061773692","218575000_6","HANSA VICTORY","20140625045508","22.4899","113.8664","3.000"
"491538","VTR2014061773692","218575000_6","HANSA VICTORY","20140625050719","22.4900","113.8664","4.000"
"491539","VTR2014061773692","218575000_6","HANSA VICTORY","20140625052458","22.4901","113.8655","877.000"
"491540","VTR2014061773692","218575000_6","HANSA VICTORY","20140625053559","22.4897","113.8662","53.000"
"491541","VTR2014061773692","218575000_6","HANSA VICTORY","20140625054540","22.4895","113.8663","5.000"
"491542","VTR2014061773692","218575000_6","HANSA VICTORY","20140625055659","22.4896","113.8663","3.000"
"491543","VTR2014061773692","218575000_6","HANSA VICTORY","20140625060519","22.4897","113.8662","3.000"
"491544","VTR2014061773692","218575000_6","HANSA VICTORY","20140625062428","22.4898","113.8662","3.000"
"491545","VTR2014061773692","218575000_6","HANSA VICTORY","20140625064137","22.4900","113.8663","877.000"
"491546","VTR2014061773692","218575000_6","HANSA VICTORY","20140625065305","22.4900","113.8660","877.000"
"491547","VTR2014061773692","218575000_6","HANSA VICTORY","20140625070458","22.4898","113.8660","877.000"
"491548","VTR2014061773692","218575000_6","HANSA VICTORY","20140625071551","22.4899","113.8661","3.000"
"491549","VTR2014061773692","218575000_6","HANSA VICTORY","20140625072541","22.4898","113.8663","3.000"
"491550","VTR2014061773692","218575000_6","HANSA VICTORY","20140625073920","22.4903","113.8663","877.000"
"491551","VTR2014061773692","218575000_6","HANSA VICTORY","20140625075611","22.4897","113.8661","21.000"
"491552","VTR2014061773692","218575000_6","HANSA VICTORY","20140625080744","22.4900","113.8664","9.000"
"491553","VTR2014061773692","218575000_6","HANSA VICTORY","20140625082728","22.4897","113.8662","15.000"
"491554","VTR2014061773692","218575000_6","HANSA VICTORY","20140625083723","22.4899","113.8663","3.000"
"491555","VTR2014061773692","218575000_6","HANSA VICTORY","20140625084732","22.4898","113.8663","7.000"
"491556","VTR2014061773692","218575000_6","HANSA VICTORY","20140625085714","22.4901","113.8662","17.000"
"491557","VTR2014061773692","218575000_6","HANSA VICTORY","20140625090502","22.4890","113.8663","6.000"
"491558","VTR2014061773692","218575000_6","HANSA VICTORY","20140625092753","22.4899","113.8661","3.000"
"491559","VTR2014061773692","218575000_6","HANSA VICTORY","20140625094627","22.4903","113.8660","106.000"
"491560","VTR2014061773692","218575000_6","HANSA VICTORY","20140625095844","22.4899","113.8662","7.000"
"491561","VTR2014061773692","218575000_6","HANSA VICTORY","20140625100650","22.4897","113.8660","3.000"
"491562","VTR2014061773692","218575000_6","HANSA VICTORY","20140625101212","22.4898","113.8661","19.000"
"491563","VTR2014061773692","218575000_6","HANSA VICTORY","20140625102530","22.4899","113.8662","1.000"
"491564","VTR2014061773692","218575000_6","HANSA VICTORY","20140625103430","22.4899","113.8662","3.000"
"491565","VTR2014061773692","218575000_6","HANSA VICTORY","20140625104931","22.4899","113.8662","0.000"
"491566","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110432","22.4900","113.8661","3.000"
"491567","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110807","22.4899","113.8662","4.000"
"491568","VTR2014061773692","218575000_6","HANSA VICTORY","20140625112552","22.4899","113.8662","3.000"
"491569","VTR2014061773692","218575000_6","HANSA VICTORY","20140625113852","22.4899","113.8661","4.000"
"491570","VTR2014061773692","218575000_6","HANSA VICTORY","20140625114858","22.4901","113.8661","4.000"
"491571","VTR2014061773692","218575000_6","HANSA VICTORY","20140625122113","22.4898","113.8662","15.000"
"491572","VTR2014061773692","218575000_6","HANSA VICTORY","20140625123314","22.4899","113.8661","2.000"
"491573","VTR2014061773692","218575000_6","HANSA VICTORY","20140625125115","22.4899","113.8662","0.000"
"491574","VTR2014061773692","218575000_6","HANSA VICTORY","20140625131716","22.4898","113.8662","3.000"
"491575","VTR2014061773692","218575000_6","HANSA VICTORY","20140625132104","22.4899","113.8662","6.000"
"491576","VTR2014061773692","218575000_6","HANSA VICTORY","20140625134234","22.4899","113.8662","3.000"
"491577","VTR2014061773692","218575000_6","HANSA VICTORY","20140625135535","22.4895","113.8655","11.000"
"491578","VTR2014061773692","218575000_6","HANSA VICTORY","20140625140636","22.4911","113.8619","19.000"
"491579","VTR2014061773692","218575000_6","HANSA VICTORY","20140625142515","22.4485","113.8760","83.000"
"491580","VTR2014061773692","218575000_6","HANSA VICTORY","20140625143545","22.4256","113.8842","52.000"
"491581","VTR2014061773692","218575000_6","HANSA VICTORY","20140625144704","22.4031","113.8904","95.000"
"491582","VTR2014061773692","218575000_6","HANSA VICTORY","20140625145644","22.3736","113.9027","108.000"
"491583","VTR2014061773692","218575000_6","HANSA VICTORY","20140625150414","22.3560","113.9226","105.000"
"491584","VTR2014061773692","218575000_6","HANSA VICTORY","20140625151759","22.3452","113.9760","123.000"
"491585","VTR2014061773692","218575000_6","HANSA VICTORY","20140625154345","22.3585","114.0681","110.000"
"491586","VTR2014061773692","218575000_6","HANSA VICTORY","20140625155504","22.3263","114.0840","93.000"
"491587","VTR2014061773692","218575000_6","HANSA VICTORY","20140625160706","22.2928","114.0998","110.000"
"491588","VTR2014061773692","218575000_6","HANSA VICTORY","20140625161924","22.2568","114.1124","69.000"
"491589","VTR2014061773692","218575000_6","HANSA VICTORY","20140625162644","22.2435","114.1223","78.000"
"491590","VTR2014061773692","218575000_6","HANSA VICTORY","20140625164615","22.2078","114.1715","111.000"
"491591","VTR2014061773692","218575000_6","HANSA VICTORY","20140625165401","22.1850","114.1860","81.000"
"491592","VTR2014061773692","218575000_6","HANSA VICTORY","20140625170825","22.1575","114.2017","81.000"
"491593","VTR2014061773692","218575000_6","HANSA VICTORY","20140625172528","22.1258","114.2467","114.000"
"491594","VTR2014061773692","218575000_6","HANSA VICTORY","20140625173609","22.1267","114.2917","119.000"
"491595","VTR2014061773692","218575000_6","HANSA VICTORY","20140625174527","22.1297","114.3310","123.000"
"491596","VTR2014061773692","218575000_6","HANSA VICTORY","20140625175509","22.1326","114.3713","121.000"
"491597","VTR2014061773692","218575000_6","HANSA VICTORY","20140625180403","22.1374","114.4086","124.000"
"491598","VTR2014061773692","218575000_6","HANSA VICTORY","20140625182456","22.1339","114.4958","121.000"
"491599","VTR2014061773692","218575000_6","HANSA VICTORY","20140625184457","22.1507","114.5781","121.000"
"491600","VTR2014061773692","218575000_6","HANSA VICTORY","20140625185439","22.1587","114.6180","121.000"
"491601","VTR2014061773692","218575000_6","HANSA VICTORY","20140625190702","22.1672","114.6691","120.000"
"491602","VTR2014061773692","218575000_6","HANSA VICTORY","20140625191706","22.1728","114.7100","119.000"
"491603","VTR2014061773692","218575000_6","HANSA VICTORY","20140625192808","22.1796","114.7563","120.000"
"491604","VTR2014061773692","218575000_6","HANSA VICTORY","20140625194514","22.1970","114.8253","119.000"
"491605","VTR2014061773692","218575000_6","HANSA VICTORY","20140625195626","22.2109","114.8691","117.000"
"491606","VTR2014061773692","218575000_6","HANSA VICTORY","20140625200615","22.2208","114.9089","119.000"
"491607","VTR2014061773692","218575000_6","HANSA VICTORY","20140625202815","22.2325","114.9998","120.000"
"491608","VTR2014061773692","218575000_6","HANSA VICTORY","20140625203644","22.2398","115.0341","120.000"
"491609","VTR2014061773692","218575000_6","HANSA VICTORY","20140625204634","22.2524","115.0727","121.000"
"491610","VTR2014061773692","218575000_6","HANSA VICTORY","20140625205633","22.2655","115.1127","121.000"
"491611","VTR2014061773692","218575000_6","HANSA VICTORY","20140625210651","22.2788","115.1538","120.000"
"491612","VTR2014061773692","218575000_6","HANSA VICTORY","20140625212503","22.2973","115.2274","120.000"
"491613","VTR2014061773692","218575000_6","HANSA VICTORY","20140625214138","22.3087","115.2962","121.000"
"491614","VTR2014061773692","218575000_6","HANSA VICTORY","20140625215303","22.3159","115.3440","123.000"
"491615","VTR2014061773692","218575000_6","HANSA VICTORY","20140625221339","22.3314","115.4316","125.000"
"491616","VTR2014061773692","218575000_6","HANSA VICTORY","20140625222450","22.3410","115.4796","125.000"
"491617","VTR2014061773692","218575000_6","HANSA VICTORY","20140625224744","22.3596","115.5779","125.000"
"491618","VTR2014061773692","218575000_6","HANSA VICTORY","20140625225426","22.3647","115.6067","126.000"
"491619","VTR2014061773692","218575000_6","HANSA VICTORY","20140625230521","22.3731","115.6536","125.000"
"491620","VTR2014061773692","218575000_6","HANSA VICTORY","20140625232426","22.3884","115.7353","126.000"
"491621","VTR2014061773692","218575000_6","HANSA VICTORY","20140625233309","22.4001","115.7715","126.000"
"491622","VTR2014061773692","218575000_6","HANSA VICTORY","20140625234609","22.4105","115.8278","126.000"
"491623","VTR2014061773692","218575000_6","HANSA VICTORY","20140625235445","22.4173","115.8652","127.000"
"491624","VTR2014061773692","218575000_6","HANSA VICTORY","20140625002459","22.3267","114.1323","5.000"
"491625","VTR2014061773692","218575000_6","HANSA VICTORY","20140625004422","22.3267","114.1322","6.000"
"491626","VTR2014061773692","218575000_6","HANSA VICTORY","20140625005231","22.3267","114.1321","3.000"
"491627","VTR2014061773692","218575000_6","HANSA VICTORY","20140625010512","22.3267","114.1322","4.000"
"491628","VTR2014061773692","218575000_6","HANSA VICTORY","20140625011631","22.3274","114.1316","13.000"
"491629","VTR2014061773692","218575000_6","HANSA VICTORY","20140625012422","22.3273","114.1231","33.000"
"491630","VTR2014061773692","218575000_6","HANSA VICTORY","20140625014602","22.3196","114.0883","75.000"
"491631","VTR2014061773692","218575000_6","HANSA VICTORY","20140625015407","22.3447","114.0788","115.000"
"491632","VTR2014061773692","218575000_6","HANSA VICTORY","20140625020339","22.3571","114.0528","104.000"
"491633","VTR2014061773692","218575000_6","HANSA VICTORY","20140625022418","22.3467","113.9759","110.000"
"491634","VTR2014061773692","218575000_6","HANSA VICTORY","20140625023419","22.3526","113.9394","103.000"
"491635","VTR2014061773692","218575000_6","HANSA VICTORY","20140625024608","22.3701","113.9087","63.000"
"491636","VTR2014061773692","218575000_6","HANSA VICTORY","20140625025649","22.3960","113.8980","72.000"
"491637","VTR2014061773692","218575000_6","HANSA VICTORY","20140625030549","22.4195","113.8893","101.000"
"491638","VTR2014061773692","218575000_6","HANSA VICTORY","20140625031628","22.4510","113.8782","84.000"
"491639","VTR2014061773692","218575000_6","HANSA VICTORY","20140625034740","22.4895","113.8656","3.000"
"491640","VTR2014061773692","218575000_6","HANSA VICTORY","20140625041819","22.4899","113.8664","9.000"
"491641","VTR2014061773692","218575000_6","HANSA VICTORY","20140625042629","22.4900","113.8663","9.000"
"491642","VTR2014061773692","218575000_6","HANSA VICTORY","20140625044548","22.4900","113.8665","3.000"
"491643","VTR2014061773692","218575000_6","HANSA VICTORY","20140625045508","22.4899","113.8664","3.000"
"491644","VTR2014061773692","218575000_6","HANSA VICTORY","20140625050719","22.4900","113.8664","4.000"
"491645","VTR2014061773692","218575000_6","HANSA VICTORY","20140625052458","22.4901","113.8655","877.000"
"491646","VTR2014061773692","218575000_6","HANSA VICTORY","20140625053559","22.4897","113.8662","53.000"
"491647","VTR2014061773692","218575000_6","HANSA VICTORY","20140625054540","22.4895","113.8663","5.000"
"491648","VTR2014061773692","218575000_6","HANSA VICTORY","20140625055659","22.4896","113.8663","3.000"
"491649","VTR2014061773692","218575000_6","HANSA VICTORY","20140625060519","22.4897","113.8662","3.000"
"491650","VTR2014061773692","218575000_6","HANSA VICTORY","20140625062428","22.4898","113.8662","3.000"
"491651","VTR2014061773692","218575000_6","HANSA VICTORY","20140625064137","22.4900","113.8663","877.000"
"491652","VTR2014061773692","218575000_6","HANSA VICTORY","20140625065305","22.4900","113.8660","877.000"
"491653","VTR2014061773692","218575000_6","HANSA VICTORY","20140625070458","22.4898","113.8660","877.000"
"491654","VTR2014061773692","218575000_6","HANSA VICTORY","20140625071551","22.4899","113.8661","3.000"
"491655","VTR2014061773692","218575000_6","HANSA VICTORY","20140625072541","22.4898","113.8663","3.000"
"491656","VTR2014061773692","218575000_6","HANSA VICTORY","20140625073920","22.4903","113.8663","877.000"
"491657","VTR2014061773692","218575000_6","HANSA VICTORY","20140625075611","22.4897","113.8661","21.000"
"491658","VTR2014061773692","218575000_6","HANSA VICTORY","20140625080744","22.4900","113.8664","9.000"
"491659","VTR2014061773692","218575000_6","HANSA VICTORY","20140625082728","22.4897","113.8662","15.000"
"491660","VTR2014061773692","218575000_6","HANSA VICTORY","20140625083723","22.4899","113.8663","3.000"
"491661","VTR2014061773692","218575000_6","HANSA VICTORY","20140625084732","22.4898","113.8663","7.000"
"491662","VTR2014061773692","218575000_6","HANSA VICTORY","20140625085714","22.4901","113.8662","17.000"
"491663","VTR2014061773692","218575000_6","HANSA VICTORY","20140625090502","22.4890","113.8663","6.000"
"491664","VTR2014061773692","218575000_6","HANSA VICTORY","20140625092753","22.4899","113.8661","3.000"
"491665","VTR2014061773692","218575000_6","HANSA VICTORY","20140625094627","22.4903","113.8660","106.000"
"491666","VTR2014061773692","218575000_6","HANSA VICTORY","20140625095844","22.4899","113.8662","7.000"
"491667","VTR2014061773692","218575000_6","HANSA VICTORY","20140625100650","22.4897","113.8660","3.000"
"491668","VTR2014061773692","218575000_6","HANSA VICTORY","20140625101212","22.4898","113.8661","19.000"
"491669","VTR2014061773692","218575000_6","HANSA VICTORY","20140625102530","22.4899","113.8662","1.000"
"491670","VTR2014061773692","218575000_6","HANSA VICTORY","20140625103430","22.4899","113.8662","3.000"
"491671","VTR2014061773692","218575000_6","HANSA VICTORY","20140625104931","22.4899","113.8662","0.000"
"491672","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110432","22.4900","113.8661","3.000"
"491673","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110807","22.4899","113.8662","4.000"
"491674","VTR2014061773692","218575000_6","HANSA VICTORY","20140625112552","22.4899","113.8662","3.000"
"491675","VTR2014061773692","218575000_6","HANSA VICTORY","20140625113852","22.4899","113.8661","4.000"
"491676","VTR2014061773692","218575000_6","HANSA VICTORY","20140625114858","22.4901","113.8661","4.000"
"491677","VTR2014061773692","218575000_6","HANSA VICTORY","20140625122113","22.4898","113.8662","15.000"
"491678","VTR2014061773692","218575000_6","HANSA VICTORY","20140625123314","22.4899","113.8661","2.000"
"491679","VTR2014061773692","218575000_6","HANSA VICTORY","20140625125115","22.4899","113.8662","0.000"
"491680","VTR2014061773692","218575000_6","HANSA VICTORY","20140625131716","22.4898","113.8662","3.000"
"491681","VTR2014061773692","218575000_6","HANSA VICTORY","20140625132104","22.4899","113.8662","6.000"
"491682","VTR2014061773692","218575000_6","HANSA VICTORY","20140625134234","22.4899","113.8662","3.000"
"491683","VTR2014061773692","218575000_6","HANSA VICTORY","20140625135535","22.4895","113.8655","11.000"
"491684","VTR2014061773692","218575000_6","HANSA VICTORY","20140625140636","22.4911","113.8619","19.000"
"491685","VTR2014061773692","218575000_6","HANSA VICTORY","20140625142515","22.4485","113.8760","83.000"
"491686","VTR2014061773692","218575000_6","HANSA VICTORY","20140625143545","22.4256","113.8842","52.000"
"491687","VTR2014061773692","218575000_6","HANSA VICTORY","20140625144704","22.4031","113.8904","95.000"
"491688","VTR2014061773692","218575000_6","HANSA VICTORY","20140625145644","22.3736","113.9027","108.000"
"491689","VTR2014061773692","218575000_6","HANSA VICTORY","20140625150414","22.3560","113.9226","105.000"
"491690","VTR2014061773692","218575000_6","HANSA VICTORY","20140625151759","22.3452","113.9760","123.000"
"491691","VTR2014061773692","218575000_6","HANSA VICTORY","20140625154345","22.3585","114.0681","110.000"
"491692","VTR2014061773692","218575000_6","HANSA VICTORY","20140625155504","22.3263","114.0840","93.000"
"491693","VTR2014061773692","218575000_6","HANSA VICTORY","20140625160706","22.2928","114.0998","110.000"
"491694","VTR2014061773692","218575000_6","HANSA VICTORY","20140625161924","22.2568","114.1124","69.000"
"491695","VTR2014061773692","218575000_6","HANSA VICTORY","20140625162644","22.2435","114.1223","78.000"
"491696","VTR2014061773692","218575000_6","HANSA VICTORY","20140625164615","22.2078","114.1715","111.000"
"491697","VTR2014061773692","218575000_6","HANSA VICTORY","20140625165401","22.1850","114.1860","81.000"
"491698","VTR2014061773692","218575000_6","HANSA VICTORY","20140625170825","22.1575","114.2017","81.000"
"491699","VTR2014061773692","218575000_6","HANSA VICTORY","20140625172528","22.1258","114.2467","114.000"
"491700","VTR2014061773692","218575000_6","HANSA VICTORY","20140625173609","22.1267","114.2917","119.000"
"491701","VTR2014061773692","218575000_6","HANSA VICTORY","20140625174527","22.1297","114.3310","123.000"
"491702","VTR2014061773692","218575000_6","HANSA VICTORY","20140625175509","22.1326","114.3713","121.000"
"491703","VTR2014061773692","218575000_6","HANSA VICTORY","20140625180403","22.1374","114.4086","124.000"
"491704","VTR2014061773692","218575000_6","HANSA VICTORY","20140625182456","22.1339","114.4958","121.000"
"491705","VTR2014061773692","218575000_6","HANSA VICTORY","20140625184457","22.1507","114.5781","121.000"
"491706","VTR2014061773692","218575000_6","HANSA VICTORY","20140625185439","22.1587","114.6180","121.000"
"491707","VTR2014061773692","218575000_6","HANSA VICTORY","20140625190702","22.1672","114.6691","120.000"
"491708","VTR2014061773692","218575000_6","HANSA VICTORY","20140625191706","22.1728","114.7100","119.000"
"491709","VTR2014061773692","218575000_6","HANSA VICTORY","20140625192808","22.1796","114.7563","120.000"
"491710","VTR2014061773692","218575000_6","HANSA VICTORY","20140625194514","22.1970","114.8253","119.000"
"491711","VTR2014061773692","218575000_6","HANSA VICTORY","20140625195626","22.2109","114.8691","117.000"
"491712","VTR2014061773692","218575000_6","HANSA VICTORY","20140625200615","22.2208","114.9089","119.000"
"491713","VTR2014061773692","218575000_6","HANSA VICTORY","20140625202815","22.2325","114.9998","120.000"
"491714","VTR2014061773692","218575000_6","HANSA VICTORY","20140625203644","22.2398","115.0341","120.000"
"491715","VTR2014061773692","218575000_6","HANSA VICTORY","20140625204634","22.2524","115.0727","121.000"
"491716","VTR2014061773692","218575000_6","HANSA VICTORY","20140625205633","22.2655","115.1127","121.000"
"491717","VTR2014061773692","218575000_6","HANSA VICTORY","20140625210651","22.2788","115.1538","120.000"
"491718","VTR2014061773692","218575000_6","HANSA VICTORY","20140625212503","22.2973","115.2274","120.000"
"491719","VTR2014061773692","218575000_6","HANSA VICTORY","20140625214138","22.3087","115.2962","121.000"
"491720","VTR2014061773692","218575000_6","HANSA VICTORY","20140625215303","22.3159","115.3440","123.000"
"491721","VTR2014061773692","218575000_6","HANSA VICTORY","20140625221339","22.3314","115.4316","125.000"
"491722","VTR2014061773692","218575000_6","HANSA VICTORY","20140625222450","22.3410","115.4796","125.000"
"491723","VTR2014061773692","218575000_6","HANSA VICTORY","20140625224744","22.3596","115.5779","125.000"
"491724","VTR2014061773692","218575000_6","HANSA VICTORY","20140625225426","22.3647","115.6067","126.000"
"491725","VTR2014061773692","218575000_6","HANSA VICTORY","20140625230521","22.3731","115.6536","125.000"
"491726","VTR2014061773692","218575000_6","HANSA VICTORY","20140625232426","22.3884","115.7353","126.000"
"491727","VTR2014061773692","218575000_6","HANSA VICTORY","20140625233309","22.4001","115.7715","126.000"
"491728","VTR2014061773692","218575000_6","HANSA VICTORY","20140625234609","22.4105","115.8278","126.000"
"491729","VTR2014061773692","218575000_6","HANSA VICTORY","20140625235445","22.4173","115.8652","127.000"
"491730","VTR2014061773692","218575000_6","HANSA VICTORY","20140625002459","22.3267","114.1323","5.000"
"491731","VTR2014061773692","218575000_6","HANSA VICTORY","20140625004422","22.3267","114.1322","6.000"
"491732","VTR2014061773692","218575000_6","HANSA VICTORY","20140625005231","22.3267","114.1321","3.000"
"491733","VTR2014061773692","218575000_6","HANSA VICTORY","20140625010512","22.3267","114.1322","4.000"
"491734","VTR2014061773692","218575000_6","HANSA VICTORY","20140625011631","22.3274","114.1316","13.000"
"491735","VTR2014061773692","218575000_6","HANSA VICTORY","20140625012422","22.3273","114.1231","33.000"
"491736","VTR2014061773692","218575000_6","HANSA VICTORY","20140625014602","22.3196","114.0883","75.000"
"491737","VTR2014061773692","218575000_6","HANSA VICTORY","20140625015407","22.3447","114.0788","115.000"
"491738","VTR2014061773692","218575000_6","HANSA VICTORY","20140625020339","22.3571","114.0528","104.000"
"491739","VTR2014061773692","218575000_6","HANSA VICTORY","20140625022418","22.3467","113.9759","110.000"
"491740","VTR2014061773692","218575000_6","HANSA VICTORY","20140625023419","22.3526","113.9394","103.000"
"491741","VTR2014061773692","218575000_6","HANSA VICTORY","20140625024608","22.3701","113.9087","63.000"
"491742","VTR2014061773692","218575000_6","HANSA VICTORY","20140625025649","22.3960","113.8980","72.000"
"491743","VTR2014061773692","218575000_6","HANSA VICTORY","20140625030549","22.4195","113.8893","101.000"
"491744","VTR2014061773692","218575000_6","HANSA VICTORY","20140625031628","22.4510","113.8782","84.000"
"491745","VTR2014061773692","218575000_6","HANSA VICTORY","20140625034740","22.4895","113.8656","3.000"
"491746","VTR2014061773692","218575000_6","HANSA VICTORY","20140625041819","22.4899","113.8664","9.000"
"491747","VTR2014061773692","218575000_6","HANSA VICTORY","20140625042629","22.4900","113.8663","9.000"
"491748","VTR2014061773692","218575000_6","HANSA VICTORY","20140625044548","22.4900","113.8665","3.000"
"491749","VTR2014061773692","218575000_6","HANSA VICTORY","20140625045508","22.4899","113.8664","3.000"
"491750","VTR2014061773692","218575000_6","HANSA VICTORY","20140625050719","22.4900","113.8664","4.000"
"491751","VTR2014061773692","218575000_6","HANSA VICTORY","20140625052458","22.4901","113.8655","877.000"
"491752","VTR2014061773692","218575000_6","HANSA VICTORY","20140625053559","22.4897","113.8662","53.000"
"491753","VTR2014061773692","218575000_6","HANSA VICTORY","20140625054540","22.4895","113.8663","5.000"
"491754","VTR2014061773692","218575000_6","HANSA VICTORY","20140625055659","22.4896","113.8663","3.000"
"491755","VTR2014061773692","218575000_6","HANSA VICTORY","20140625060519","22.4897","113.8662","3.000"
"491756","VTR2014061773692","218575000_6","HANSA VICTORY","20140625062428","22.4898","113.8662","3.000"
"491757","VTR2014061773692","218575000_6","HANSA VICTORY","20140625064137","22.4900","113.8663","877.000"
"491758","VTR2014061773692","218575000_6","HANSA VICTORY","20140625065305","22.4900","113.8660","877.000"
"491759","VTR2014061773692","218575000_6","HANSA VICTORY","20140625070458","22.4898","113.8660","877.000"
"491760","VTR2014061773692","218575000_6","HANSA VICTORY","20140625071551","22.4899","113.8661","3.000"
"491761","VTR2014061773692","218575000_6","HANSA VICTORY","20140625072541","22.4898","113.8663","3.000"
"491762","VTR2014061773692","218575000_6","HANSA VICTORY","20140625073920","22.4903","113.8663","877.000"
"491763","VTR2014061773692","218575000_6","HANSA VICTORY","20140625075611","22.4897","113.8661","21.000"
"491764","VTR2014061773692","218575000_6","HANSA VICTORY","20140625080744","22.4900","113.8664","9.000"
"491765","VTR2014061773692","218575000_6","HANSA VICTORY","20140625082728","22.4897","113.8662","15.000"
"491766","VTR2014061773692","218575000_6","HANSA VICTORY","20140625083723","22.4899","113.8663","3.000"
"491767","VTR2014061773692","218575000_6","HANSA VICTORY","20140625084732","22.4898","113.8663","7.000"
"491768","VTR2014061773692","218575000_6","HANSA VICTORY","20140625085714","22.4901","113.8662","17.000"
"491769","VTR2014061773692","218575000_6","HANSA VICTORY","20140625090502","22.4890","113.8663","6.000"
"491770","VTR2014061773692","218575000_6","HANSA VICTORY","20140625092753","22.4899","113.8661","3.000"
"491771","VTR2014061773692","218575000_6","HANSA VICTORY","20140625094627","22.4903","113.8660","106.000"
"491772","VTR2014061773692","218575000_6","HANSA VICTORY","20140625095844","22.4899","113.8662","7.000"
"491773","VTR2014061773692","218575000_6","HANSA VICTORY","20140625100650","22.4897","113.8660","3.000"
"491774","VTR2014061773692","218575000_6","HANSA VICTORY","20140625101212","22.4898","113.8661","19.000"
"491775","VTR2014061773692","218575000_6","HANSA VICTORY","20140625102530","22.4899","113.8662","1.000"
"491776","VTR2014061773692","218575000_6","HANSA VICTORY","20140625103430","22.4899","113.8662","3.000"
"491777","VTR2014061773692","218575000_6","HANSA VICTORY","20140625104931","22.4899","113.8662","0.000"
"491778","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110432","22.4900","113.8661","3.000"
"491779","VTR2014061773692","218575000_6","HANSA VICTORY","20140625110807","22.4899","113.8662","4.000"
"491780","VTR2014061773692","218575000_6","HANSA VICTORY","20140625112552","22.4899","113.8662","3.000"
"491781","VTR2014061773692","218575000_6","HANSA VICTORY","20140625113852","22.4899","113.8661","4.000"
"491782","VTR2014061773692","218575000_6","HANSA VICTORY","20140625114858","22.4901","113.8661","4.000"
"491783","VTR2014061773692","218575000_6","HANSA VICTORY","20140625122113","22.4898","113.8662","15.000"
"491784","VTR2014061773692","218575000_6","HANSA VICTORY","20140625123314","22.4899","113.8661","2.000"
"491785","VTR2014061773692","218575000_6","HANSA VICTORY","20140625125115","22.4899","113.8662","0.000"
